%time,field.header.seq,field.header.stamp,field.header.frame_id,field.status.status,field.status.service,field.latitude,field.longitude,field.altitude,field.position_covariance0,field.position_covariance1,field.position_covariance2,field.position_covariance3,field.position_covariance4,field.position_covariance5,field.position_covariance6,field.position_covariance7,field.position_covariance8,field.position_covariance_type
1718246974697733185,3879,1718246974697662404,raw_gnss,0,0,39.9253171068,116.199948516,65.3917991444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1718246974748030984,3880,1718246974747795249,raw_gnss,0,0,39.9253171068,116.199948516,65.3917991444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1718246974797725693,3881,1718246974797624716,raw_gnss,0,0,39.9253171117,116.199948546,65.3930672603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1718246974847936528,3882,1718246974847739246,raw_gnss,0,0,39.9253171117,116.199948546,65.3930672603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1718246974897922204,3883,1718246974897688541,raw_gnss,0,0,39.9253171152,116.19994857,65.3941601738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1718246974947964947,3884,1718246974947808982,raw_gnss,0,0,39.9253171152,116.19994857,65.3941601738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1718246974998116805,3885,1718246974997768907,raw_gnss,0,0,39.9253171148,116.199948593,65.3949503982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1718246975048183443,3886,1718246975047714132,raw_gnss,0,0,39.9253171148,116.199948593,65.3949503982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1718246975097960038,3887,1718246975097675598,raw_gnss,0,0,39.9253171147,116.199948612,65.3955915691,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1718246975147973900,3888,1718246975147826482,raw_gnss,0,0,39.9253171147,116.199948612,65.3955915691,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1718246975197894487,3889,1718246975197736706,raw_gnss,0,0,39.9253171119,116.199948629,65.3963376302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1718246975247934528,3890,1718246975247679113,raw_gnss,0,0,39.9253171119,116.199948629,65.3963376302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1718246975297997353,3891,1718246975297704764,raw_gnss,0,0,39.9253171109,116.199948642,65.3969218135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1718246975347897820,3892,1718246975347784217,raw_gnss,0,0,39.9253171109,116.199948642,65.3969218135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1718246975397976216,3893,1718246975397800449,raw_gnss,0,0,39.9253171053,116.199948657,65.3973842086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1718246975447881598,3894,1718246975447720440,raw_gnss,0,0,39.9253171053,116.199948657,65.3973842086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1718246975497798183,3895,1718246975497675004,raw_gnss,0,0,39.9253170983,116.199948674,65.39780897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1718246975547787791,3896,1718246975547684424,raw_gnss,0,0,39.9253170983,116.199948674,65.39780897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1718246975597951033,3897,1718246975597688315,raw_gnss,0,0,39.9253170983,116.199948674,65.39780897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1718246975647946998,3898,1718246975647745752,raw_gnss,0,0,39.9253170911,116.199948691,65.3982433481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1718246975698376994,3899,1718246975697746225,raw_gnss,0,0,39.9253170847,116.199948707,65.3987466674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1718246975748157918,3900,1718246975747770273,raw_gnss,0,0,39.9253170847,116.199948707,65.3987466674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1718246975797732217,3901,1718246975797601932,raw_gnss,0,0,39.9253170847,116.199948707,65.3987466674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1718246975847935915,3902,1718246975847781536,raw_gnss,0,0,39.925317078,116.199948729,65.3993065469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1718246975898098129,3903,1718246975897826884,raw_gnss,0,0,39.9253170727,116.199948749,65.3998605628,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1718246975948317757,3904,1718246975947807619,raw_gnss,0,0,39.9253170727,116.199948749,65.3998605628,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1718246975998071563,3905,1718246975997727029,raw_gnss,0,0,39.9253170727,116.199948749,65.3998605628,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1718246976048179372,3906,1718246976047788183,raw_gnss,0,0,39.9253170696,116.199948763,65.400429667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1718246976098006358,3907,1718246976097712356,raw_gnss,0,0,39.9253170677,116.199948775,65.4011421762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1718246976148066922,3908,1718246976147723605,raw_gnss,0,0,39.9253170677,116.199948775,65.4011421762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1718246976197983265,3909,1718246976197724475,raw_gnss,0,0,39.9253170668,116.199948786,65.4018699033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1718246976248105742,3910,1718246976247759338,raw_gnss,0,0,39.9253170668,116.199948786,65.4018699033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1718246976298044166,3911,1718246976297744595,raw_gnss,0,0,39.925317069,116.199948794,65.4026483167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1718246976348103272,3912,1718246976347755479,raw_gnss,0,0,39.925317069,116.199948794,65.4026483167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1718246976397785513,3913,1718246976397705486,raw_gnss,0,0,39.925317071,116.199948802,65.4033725485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1718246976448061780,3914,1718246976447831179,raw_gnss,0,0,39.925317071,116.199948802,65.4033725485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1718246976498003614,3915,1718246976497696070,raw_gnss,0,0,39.9253170719,116.199948809,65.4040391464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1718246976548226278,3916,1718246976547815334,raw_gnss,0,0,39.9253170719,116.199948809,65.4040391464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1718246976598098639,3917,1718246976597731825,raw_gnss,0,0,39.9253170719,116.199948809,65.4040391464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1718246976648375680,3918,1718246976647820210,raw_gnss,0,0,39.9253170657,116.19994882,65.4044999434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1718246976698051372,3919,1718246976697762235,raw_gnss,0,0,39.9253170594,116.199948829,65.4049382089,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1718246976748263228,3920,1718246976747771508,raw_gnss,0,0,39.9253170594,116.199948829,65.4049382089,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1718246976797989530,3921,1718246976797710239,raw_gnss,0,0,39.925317053,116.199948838,65.4054078106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1718246976847984271,3922,1718246976847767568,raw_gnss,0,0,39.925317053,116.199948838,65.4054078106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1718246976897927186,3923,1718246976897771176,raw_gnss,0,0,39.9253170463,116.199948848,65.4058658592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1718246976947852764,3924,1718246976947692393,raw_gnss,0,0,39.9253170463,116.199948848,65.4058658592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1718246976997914404,3925,1718246976997752067,raw_gnss,0,0,39.9253170401,116.199948857,65.4063448152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1718246977047923064,3926,1718246977047748910,raw_gnss,0,0,39.9253170401,116.199948857,65.4063448152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1718246977097944526,3927,1718246977097681704,raw_gnss,0,0,39.9253172238,116.199948829,65.407040365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1718246977148172542,3928,1718246977147769510,raw_gnss,0,0,39.9253172238,116.199948829,65.407040365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1718246977198073721,3929,1718246977197782660,raw_gnss,0,0,39.9253174881,116.199948805,65.4097376671,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1718246977248146970,3930,1718246977247762915,raw_gnss,0,0,39.9253174881,116.199948805,65.4097376671,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1718246977298067253,3931,1718246977297726084,raw_gnss,0,0,39.9253178034,116.199948797,65.4153644331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1718246977348093862,3932,1718246977347718528,raw_gnss,0,0,39.9253178034,116.199948797,65.4153644331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1718246977398095481,3933,1718246977397706263,raw_gnss,0,0,39.9253181482,116.199948811,65.4214458382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1718246977447995790,3934,1718246977447779273,raw_gnss,0,0,39.9253181482,116.199948811,65.4214458382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1718246977497777259,3935,1718246977497662667,raw_gnss,0,0,39.9253185611,116.199948789,65.424522059,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1718246977547973025,3936,1718246977547816215,raw_gnss,0,0,39.9253185611,116.199948789,65.424522059,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1718246977597831741,3937,1718246977597708322,raw_gnss,0,0,39.9253185611,116.199948789,65.424522059,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1718246977647944367,3938,1718246977647734830,raw_gnss,0,0,39.9253190605,116.19994879,65.4270656575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1718246977697796695,3939,1718246977697676647,raw_gnss,0,0,39.9253196494,116.19994882,65.4254400488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1718246977747966296,3940,1718246977747810236,raw_gnss,0,0,39.9253196494,116.19994882,65.4254400488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1718246977797953880,3941,1718246977797785979,raw_gnss,0,0,39.9253202254,116.199948773,65.4290719414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1718246977848184211,3942,1718246977847799660,raw_gnss,0,0,39.9253202254,116.199948773,65.4290719414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1718246977898056447,3943,1718246977897740526,raw_gnss,0,0,39.9253208307,116.199948709,65.4328069016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1718246977947905038,3944,1718246977947687498,raw_gnss,0,0,39.9253208307,116.199948709,65.4328069016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1718246977997846804,3945,1718246977997663553,raw_gnss,0,0,39.925321446,116.199948626,65.4351246059,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1718246978047814395,3946,1718246978047663710,raw_gnss,0,0,39.925321446,116.199948626,65.4351246059,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1718246978098041431,3947,1718246978097774512,raw_gnss,0,0,39.925322028,116.199948526,65.4412849965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1718246978148086584,3948,1718246978147734947,raw_gnss,0,0,39.925322028,116.199948526,65.4412849965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1718246978198061219,3949,1718246978197772722,raw_gnss,0,0,39.9253225891,116.199948357,65.4532799376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1718246978247959404,3950,1718246978247785150,raw_gnss,0,0,39.9253225891,116.199948357,65.4532799376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1718246978298540742,3951,1718246978297725657,raw_gnss,0,0,39.9253225891,116.199948357,65.4532799376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1718246978348161129,3952,1718246978347795336,raw_gnss,0,0,39.9253230492,116.199948092,65.4776761755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1718246978398074613,3953,1718246978397762992,raw_gnss,0,0,39.9253236814,116.199947904,65.4898082344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1718246978447922351,3954,1718246978447739432,raw_gnss,0,0,39.9253236814,116.199947904,65.4898082344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1718246978497901233,3955,1718246978497704011,raw_gnss,0,0,39.9253243707,116.199947865,65.4921588032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1718246978547994980,3956,1718246978547750244,raw_gnss,0,0,39.9253243707,116.199947865,65.4921588032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1718246978598369688,3957,1718246978597763466,raw_gnss,0,0,39.9253243707,116.199947865,65.4921588032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1718246978647736603,3958,1718246978647634206,raw_gnss,0,0,39.9253250683,116.199947899,65.4911126569,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1718246978697851608,3959,1718246978697705501,raw_gnss,0,0,39.9253257928,116.199947933,65.4888403937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1718246978747819279,3960,1718246978747688879,raw_gnss,0,0,39.9253257928,116.199947933,65.4888403937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1718246978797832326,3961,1718246978797631790,raw_gnss,0,0,39.925326536,116.199947856,65.4872049987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1718246978847936483,3962,1718246978847764063,raw_gnss,0,0,39.925326536,116.199947856,65.4872049987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1718246978898062509,3963,1718246978897697084,raw_gnss,0,0,39.9253272868,116.199947722,65.4882166535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1718246978948343435,3964,1718246978947830155,raw_gnss,0,0,39.9253272868,116.199947722,65.4882166535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1718246978998223628,3965,1718246978997785840,raw_gnss,0,0,39.9253280925,116.199947668,65.4893917711,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1718246979048374908,3966,1718246979047788507,raw_gnss,0,0,39.9253280925,116.199947668,65.4893917711,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1718246979098065963,3967,1718246979097701891,raw_gnss,0,0,39.9253289165,116.199947601,65.495124964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1718246979148137913,3968,1718246979147828843,raw_gnss,0,0,39.9253289165,116.199947601,65.495124964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1718246979198086676,3969,1718246979197754019,raw_gnss,0,0,39.9253297956,116.199947503,65.512931467,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1718246979248016153,3970,1718246979247720349,raw_gnss,0,0,39.9253297956,116.199947503,65.512931467,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1718246979297829960,3971,1718246979297699479,raw_gnss,0,0,39.9253306532,116.199947369,65.5317595033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1718246979347920730,3972,1718246979347768877,raw_gnss,0,0,39.9253306532,116.199947369,65.5317595033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1718246979397905841,3973,1718246979397760950,raw_gnss,0,0,39.9253314746,116.199947187,65.5535047883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1718246979447927160,3974,1718246979447805176,raw_gnss,0,0,39.9253314746,116.199947187,65.5535047883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1718246979498041652,3975,1718246979497698418,raw_gnss,0,0,39.9253324094,116.199947136,65.5626502084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1718246979548271266,3976,1718246979547826340,raw_gnss,0,0,39.9253324094,116.199947136,65.5626502084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1718246979598074142,3977,1718246979597765092,raw_gnss,0,0,39.9253324094,116.199947136,65.5626502084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1718246979648071767,3978,1718246979647799977,raw_gnss,0,0,39.9253333646,116.199947029,65.5719135925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1718246979698185218,3979,1718246979697734334,raw_gnss,0,0,39.9253344319,116.199946963,65.5708687808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1718246979748295505,3980,1718246979747844803,raw_gnss,0,0,39.9253344319,116.199946963,65.5708687808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1718246979798066257,3981,1718246979797702502,raw_gnss,0,0,39.925335591,116.199947021,65.5597949931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1718246979848246796,3982,1718246979847840324,raw_gnss,0,0,39.925335591,116.199947021,65.5597949931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1718246979898015070,3983,1718246979897727104,raw_gnss,0,0,39.9253366658,116.199947176,65.5632416187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1718246979948173451,3984,1718246979947823034,raw_gnss,0,0,39.9253366658,116.199947176,65.5632416187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1718246979997840047,3985,1718246979997738919,raw_gnss,0,0,39.9253376671,116.19994737,65.5674781557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1718246980047824287,3986,1718246980047693394,raw_gnss,0,0,39.9253376671,116.19994737,65.5674781557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1718246980097790718,3987,1718246980097735665,raw_gnss,0,0,39.9253385698,116.199947408,65.581420118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1718246980147887672,3988,1718246980147716804,raw_gnss,0,0,39.9253385698,116.199947408,65.581420118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1718246980197802473,3989,1718246980197690509,raw_gnss,0,0,39.9253394729,116.199947407,65.5911484119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1718246980247982305,3990,1718246980247813361,raw_gnss,0,0,39.9253394729,116.199947407,65.5911484119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1718246980298079883,3991,1718246980297808991,raw_gnss,0,0,39.9253404656,116.199947295,65.5957412925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1718246980347808037,3992,1718246980347669586,raw_gnss,0,0,39.9253404656,116.199947295,65.5957412925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1718246980397895667,3993,1718246980397713918,raw_gnss,0,0,39.9253414546,116.199947322,65.612908178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1718246980448077385,3994,1718246980447743912,raw_gnss,0,0,39.9253414546,116.199947322,65.612908178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1718246980498055086,3995,1718246980497809224,raw_gnss,0,0,39.9253423138,116.19994728,65.6267388714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1718246980547796195,3996,1718246980547685281,raw_gnss,0,0,39.9253423138,116.19994728,65.6267388714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1718246980597679811,3997,1718246980597626584,raw_gnss,0,0,39.9253423138,116.19994728,65.6267388714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1718246980647893782,3998,1718246980647686116,raw_gnss,0,0,39.9253431858,116.199947218,65.6229644641,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1718246980697784601,3999,1718246980697690743,raw_gnss,0,0,39.9253440165,116.199947141,65.6220097272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1718246980747999024,4000,1718246980747792386,raw_gnss,0,0,39.9253440165,116.199947141,65.6220097272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1718246980798188569,4001,1718246980797868795,raw_gnss,0,0,39.9253447695,116.19994704,65.613773576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1718246980848141850,4002,1718246980847810950,raw_gnss,0,0,39.9253447695,116.19994704,65.613773576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1718246980898405097,4003,1718246980897951490,raw_gnss,0,0,39.9253455437,116.199946794,65.6134698028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1718246980948043452,4004,1718246980947773876,raw_gnss,0,0,39.9253455437,116.199946794,65.6134698028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
